,Textos_espanol,sdg
1312,"Recientes iniciativas de política continúan enfatizando el papel primordial de las escuelas en sus propios procesos de evaluación y mejora. El programa Las escuelas tienen la iniciativa (School aan Zet) enfatiza aún más el papel de liderazgo de las escuelas en la determinación de las estrategias de mejora. Como dijeron algunas de las partes interesadas entrevistadas por el equipo de revisión de la OCDE, la idea es que siempre haya un “Plan B” en caso de que los propios mecanismos de garantía de calidad de una escuela no funcionen de manera satisfactoria.",4
1313,"Si se lleva a cabo correctamente, dicho proceso podría, de hecho, ser sanador y fortalecedor. Como mínimo, información sobre violaciones (p. ej., ejecuciones extrajudiciales, desapariciones forzadas, tortura, privación de libertad, violencia basada en género, etc.). Esto es clave para determinar las especificidades de género de las violaciones de derechos humanos, así como para brindar una descripción precisa de la experiencia particular. de mujeres, niñas, hombres y niños y para identificar prácticas o ataques potencialmente discriminatorios (p. ej., basados ​​en el origen étnico, la religión, la afiliación política, la orientación sexual, la discapacidad, etc.).",5
1314,"Por ejemplo, los aprendizajes pueden actuar como un medio para mejorar la integración de los refugiados y otros grupos desfavorecidos en los mercados laborales locales. Implican una combinación de aprendizaje teórico en el aula y capacitación en el trabajo, lo que generalmente conduce a una certificación formal, que otorga al individuo el estatus de ""jornalero"". Sin embargo, los sistemas de aprendizaje y sus marcos de gobernanza están integrados en los sistemas nacionales y regionales específicos de educación, mercado laboral y relaciones industriales de cada país de la OCDE.",4
1315,"Se debe tener plenamente en cuenta el derecho de las mujeres a un acceso inclusivo a la economía, así como a la agencia en sus vidas personales al traducir los artículos constitucionales relevantes al código legal. Asimismo, en lo que respecta al emprendimiento, no ha habido reformas importantes a los elementos legales que afectan el establecimiento, administración o desarrollo de empresas, sin embargo, estas leyes generalmente se consideran neutrales en cuanto al género. Algunas disposiciones destinadas a proteger a las mujeres imponen restricciones o costos adicionales a los empleadores privados.",5
1316,"Al final de la educación primaria, las escuelas deben informar sobre la medida en que sus alumnos han alcanzado los objetivos de aprendizaje básicos esperados. Si bien las escuelas tienen la libertad de utilizar diferentes instrumentos para este propósito, el 85% de las escuelas utilizan la prueba de fin de primaria de Cito, que brinda información sobre el tipo de escuela más adecuado para cada estudiante en la siguiente etapa de la educación. Las nuevas leyes que se implementarán a partir del año escolar 2014/15 obligan a las escuelas primarias a administrar sistemas regulares de monitoreo de estudiantes, así como una prueba final al final del año 8.",4
1317,"Desde tiempos prehistóricos, los residentes del Ártico han desarrollado habilidades y conocimientos que les permiten sobrevivir y prosperar en condiciones adversas. Se ha observado que los norteños tienen un buen conocimiento de los asuntos importantes para su sustento y poseen un conocimiento único y diversificado sobre cómo garantizar su bienestar (Megatrends, 2011). Al mismo tiempo, la capacidad de las sociedades árticas para beneficiarse del conocimiento codificado estandarizado y la educación formal ha sido bastante limitada.",4
1318,"Introdujo un registro electrónico de pacientes armonizado a nivel nacional, el Depósito nacional de datos de pacientes (conocido como KANTA). También incluye receta electrónica obligatoria y un portal de salud que permite a los ciudadanos consultar su propia información. Esta historia clínica electrónica cubre a toda la población desde septiembre de 2016.",3
1319,"Los países que enfatizan las instituciones de cuidado infantil y preescolar exhiben niveles más bajos de desigualdad de oportunidades, lo que sugiere la efectividad de las políticas de intervención temprana para reducir la persistencia de los resultados educativos a lo largo de las generaciones. También existe una asociación positiva entre la desigualdad de oportunidades y la desigualdad de ingresos. Como consecuencia, las regresiones entre países sugerirían que las políticas redistributivas pueden ayudar a reducir las desigualdades de oportunidades educativas asociadas con el entorno socioeconómico y, por lo tanto, la persistencia de los resultados educativos entre generaciones.",4
1320,"La edad media de los docentes es de 48,1 años en educación primaria y de 48,9 en educación secundaria. Alrededor del 41 % de los docentes de primaria y el 44 % de los docentes de secundaria inferior tenían 50 años o más en 2014, cifras significativamente más altas que los promedios de la OCDE (30 % y 34 %, respectivamente). Las habilidades cognitivas del personal docente son un determinante significativo de las diferencias internacionales en el desempeño de los estudiantes (Hanushek, Piopiunik y Wiederhold, 2016).",4
1321,"Los entornos de aprendizaje deficientes también pueden generar resultados negativos en la primera infancia (ver Cuadro 3.1). Además, un comienzo desfavorable puede tener un impacto duradero en el futuro. Los niños que no reciben una adecuada atención y cuidado educativo desde temprana edad tienen un mayor riesgo de repetición de curso, incompleto de un título escolar, desempleo y bajos salarios (Barnett, 1995, Heckman, 1999, Leseman, 2002).",4
1322,"Esto también puede mejorar las oportunidades para las mujeres dentro de las empresas (como salarios más equitativos y más mujeres en la gestión) y ayudar a la contratación de una fuerza laboral diversa. Esto es especialmente importante para los trabajadores de bajos ingresos, que a menudo luchan por encontrar un cuidado infantil consistente y confiable cuando sus turnos cambian de manera errática. La investigación de campo en México confirma que los empleados son reacios a abandonar el lugar de trabajo mientras su gerente todavía está en el lugar.",5
1323,"Los docentes necesitan apoyo para participar activamente en esta transformación y exigen altos estándares de todos los estudiantes, teniendo en cuenta la creciente diversidad en sus aulas. En la mayoría de los países, los docentes reciben formación previa al servicio, seguida de un proceso de selección, y la formación continua posterior se proporciona principalmente a través de cursos y talleres. Nueva evidencia muestra que la proporción de maestros certificados y la mayoría de las formas de desarrollo profesional tienen un impacto débil en el desempeño de los estudiantes. Así, muchas reformas apuntan a mejorar la calidad de la formación docente, hacer más exigentes los procedimientos de selección, desarrollar nuevas formas de desarrollo profesional y elevar los estándares curriculares.",4
1324,"En el ámbito profesional, los campos de estudio que tienen más probabilidades de ser elegidos por mujeres jóvenes, como las humanidades y las ciencias sociales, pueden no ser tan atractivos para los empleadores como las disciplinas técnicas y científicas dominadas por hombres. Por lo tanto, sus habilidades rara vez son la principal barrera para su participación en la economía. Al mismo tiempo que la población joven se ha expandido y se ha vuelto más educada, las empresas nacionales y extranjeras han expresado una creciente falta de voluntad para invertir en la región.209 La escasez general de puestos de trabajo puede exacerbar las barreras tradicionales que enfrentan las mujeres en el lugar de trabajo.",5
